"Original Lines" OPINIONLEXICON SENTISTRENGTH SOCAL HAPPINESSINDEX SANN EMOTICONSDS SENTIMENT140 STANFORD AFINN MPQA NRCHASHTAG EMOLEX EMOTICONS PANAST SASA SENTIWORDNET VADER UMIGON
"@gabrielmezavill @mafra_el kkkkkkk cortar vão chegar nele carnaval outra vez achando é mulher kkkkkk " Neutral Positive Neutral Positive Neutral Positive Positive Negative Negative Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Neutral
"@dollhouxs antes assim lá antes carnaval tao estragando canto bom curtir " Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Negative Positive Neutral Neutral Positive Positive Positive Negative
"rt @elberino @o7h13 5 anos acampadentro carnaval mto traumatizante pq sempre ultimo dia noite gala crush gosp " Negative Negative Negative Neutral Neutral Positive Negative Negative Negative Neutral Positive Negative Neutral Neutral Positive Negative Negative Neutral
"rt @youdougahole @o7h13 nunca carnaval aahahaha retiro igreja durante todos dias festa " Negative Neutral Neutral Positive Negative Positive Neutral Negative Negative Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Positive
"nasci dia carnaval poucos sabem haha " Neutral Positive Neutral Neutral Neutral Positive Negative Positive Positive Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Positive
"rt @temerpoeta moro juiz tropical lava jato deus rabinho capeta beleza ano inteiro carnaval cunha " Positive Positive Positive Positive Positive Positive Positive Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"rt @kcsouzac sdds ensaio técnico sdds carnaval " Neutral Neutral Neutral Neutral Neutral Positive Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral
"julgando casais beijavam feio carnaval https t co 3dpayfwx4m " Negative Neutral Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Negative Negative Neutral Negative
"amor é divino sexo é animal amor é bossa nova sexo é carnaval https t co h8cu5t1r7z " Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Neutral Neutral Neutral Positive Positive Positive
"acabo descobrir fiz carnaval feliz puta " Positive Negative Positive Positive Positive Positive Negative Neutral Negative Positive Positive Neutral Neutral Positive Positive Positive Neutral Negative
"rt @youdougahole @o7h13 nunca carnaval aahahaha retiro igreja durante todos dias festa " Negative Neutral Neutral Positive Negative Positive Neutral Negative Negative Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Positive
"editorial remédio vai curar dor carnaval 2017 https t co culxhzqtov " Positive Negative Neutral Negative Positive Positive Negative Negative Negative Neutral Negative Positive Neutral Neutral Positive Negative Negative Negative
"@o7h13 5 anos acampadentro carnaval mto traumatizante pq sempre ultimo dia noite gala https t co nrfgrc1bzt " Negative Negative Negative Neutral Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Neutral
"rt @temerpoeta moro juiz tropical lava jato deus rabinho capeta beleza ano inteiro carnaval cunha " Positive Positive Positive Positive Positive Positive Positive Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"sdds carnaval glitters " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"olhou pra direção coração virou escola samba carnaval todinho " Neutral Neutral Positive Positive Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral
"rt @williamgomes96 nação 12 carnaval dura ano inteiro #maraca #flamengo @nacao12 https t co z7msplrgqc " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"povo toma pileques ilusão futebol carnaval duas fontes sonho #umrei " Negative Negative Positive Positive Neutral Positive Positive Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Negative Neutral Positive
"dias semanas meses passam saudade nome carnaval " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"rt @chatgotseven falei pessoas to votando precisa carnaval mentions hate ccat " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Neutral Negative Negative Negative
"vc carnaval 3 amigos vc levari vitinho lucas https t co v1ewibkkt9 " Neutral Positive Positive Neutral Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Neutral Neutral
"@o7h13 nunca carnaval aahahaha retiro igreja durante todos dias festa " Negative Neutral Neutral Positive Negative Positive Positive Negative Negative Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Positive
"falei pessoas to votando precisa carnaval mentions hate ccat " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Positive Negative Negative Negative
"porra melhor carnaval nmrl " Positive Positive Neutral Neutral Negative Positive Positive Positive Negative Neutral Neutral Neutral Neutral Neutral Negative Positive Positive Positive
"carnaval tia tomei remédio pra cólica bloco misturei cerveja deu reação tava estranha " Positive Negative Negative Neutral Negative Positive Negative Neutral Negative Neutral Positive Positive Neutral Neutral Neutral Negative Negative Negative
"rt @williamgomes96 nação 12 carnaval dura ano inteiro #maraca #flamengo @nacao12 https t co z7msplrgqc " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @luccasmoura994 sdds carnaval caraca " Positive Positive Neutral Neutral Positive Positive Positive Negative Positive Neutral Neutral Neutral Neutral Neutral Neutral Negative Positive Positive
"#metgala vulgo carnaval rico poderosos " Positive Neutral Positive Positive Positive Positive Positive Positive Positive Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Neutral
"met é carnaval é pra ser excesso é oportunidade exagerar acho validissimo to aqui pra zuar " Negative Negative Positive Neutral Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"crl tô lembrando carnaval 2014 kkkkkkkkk " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @paolareysgp é é é é concorda rt mereço muitos rt's paola clima carnaval " Neutral Neutral Positive Neutral Neutral Positive Positive Negative Positive Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @cryslybabylove boa tarde povo toma pileques ilusão futebol carnaval duas fontes sonho #umrei " Positive Neutral Positive Positive Positive Positive Positive Positive Positive Neutral Negative Positive Neutral Neutral Neutral Positive Positive Positive
"rt @luccasmoura994 sdds carnaval caraca " Positive Positive Neutral Neutral Positive Positive Positive Negative Positive Neutral Neutral Neutral Neutral Neutral Neutral Negative Positive Positive
"passei aqui monumento aterro varios flashes carnaval deus ta rendendo " Neutral Neutral Neutral Positive Neutral Positive Negative Negative Positive Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @temerpoeta moro juiz tropical lava jato deus rabinho capeta beleza ano inteiro carnaval cunha " Positive Positive Positive Positive Positive Positive Positive Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"@lucasmaciewl parece percas carnaval " Negative Neutral Neutral Neutral Neutral Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"tava d diabinha carnaval vou ter matar p ir pro inferno https t co zkxq69rrr3 " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Neutral Negative Negative Negative
"senti cheiro creme meio multidão vulgo carnaval https t co xuosmif3j9 " Negative Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"rt @fernand37234954 #euemeuamorcurtindo carnaval https t co yyu1nw7emb " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @johannasulzbach saudade afu carnaval cb " Negative Negative Neutral Neutral Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral
"rt @johannasulzbach saudade afu carnaval cb " Negative Negative Neutral Neutral Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral
"rt @paolareysgp é é é é concorda rt mereço muitos rt's paola clima carnaval " Neutral Neutral Positive Neutral Neutral Positive Positive Negative Positive Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @williamgomes96 nação 12 carnaval dura ano inteiro #maraca #flamengo @nacao12 https t co z7msplrgqc " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @temerpoeta moro juiz tropical lava jato deus rabinho capeta beleza ano inteiro carnaval cunha " Positive Positive Positive Positive Negative Positive Positive Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"namorado ouvindo espero carnaval pra ser vadia todo dia " Negative Positive Neutral Positive Positive Positive Negative Neutral Negative Positive Positive Neutral Neutral Neutral Negative Negative Neutral Positive
"agr poesia espero carnaval chegar pra ser vadia todo dia todo dia " Negative Positive Neutral Positive Positive Positive Positive Positive Negative Positive Positive Neutral Neutral Neutral Negative Negative Neutral Positive
"rt @luiza_lopes27 saudades carnaval saudades " Negative Neutral Neutral Neutral Neutral Negative Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"@sandymilhorans3 sandy é bloco carnaval q vamos dá p descansar boassa curtir jogo friends " Positive Positive Positive Positive Neutral Positive Positive Positive Positive Neutral Negative Positive Neutral Neutral Positive Positive Positive Positive
"rt @_reisju @giovannacerq rlx ano q vem carnaval " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @paolareysgp é é é é concorda rt mereço muitos rt's paola clima carnaval " Neutral Neutral Positive Neutral Neutral Positive Positive Negative Positive Neutral Neutral Positive Neutral Neutral Positive Positive Neutral Neutral
"coração carnaval faz marchinha favorita convida pra dançar sintonia peito aproxima " Positive Positive Positive Positive Neutral Positive Positive Positive Positive Neutral Negative Positive Neutral Neutral Neutral Positive Neutral Positive
"rt @floraacampana quero carnaval volta " Neutral Neutral Neutral Neutral Positive Positive Negative Negative Positive Positive Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @gabibranco0 saudades carnaval " Negative Neutral Neutral Neutral Negative Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"@teledramaturgia sabe dia tieta capítulo cancelado uns dizem debate outros carnaval 90 " Neutral Negative Neutral Neutral Neutral Positive Positive Negative Negative Neutral Negative Positive Neutral Neutral Positive Negative Neutral Negative
"quero carnaval " Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Positive Positive Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral
"@natxii_ mulher cortei desde carnaval kkkkkkkkkk " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Negative Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"n espero carnaval chegar pra ser vadiaaa todo dia todo dia https t co amcubjbhk3 " Neutral Positive Positive Positive Positive Positive Positive Neutral Positive Positive Neutral Positive Neutral Neutral Positive Positive Neutral Positive
"rt @luccasmoura994 sdds carnaval caraca " Positive Positive Neutral Neutral Positive Positive Positive Negative Positive Neutral Neutral Neutral Neutral Neutral Neutral Negative Positive Positive
"rt @sheikazevedo carnaval doido ne lembra sdds carnaval " Negative Negative Negative Neutral Neutral Positive Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Neutral Neutral
"história é paixão igual ser flamengo é carnaval https t co 2nswyplluk " Positive Positive Positive Positive Positive Positive Negative Neutral Neutral Positive Negative Positive Neutral Neutral Neutral Positive Neutral Positive
"carnaval tava tão louca perdi umas 356 vezes ex boy achou levou pra casa https t co 499zhqgdli " Negative Negative Negative Negative Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Negative Positive Negative Negative
"@giovannacerq rlx ano q vem carnaval " Neutral Neutral Neutral Neutral Neutral Positive Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @floraacampana quero carnaval volta " Neutral Neutral Neutral Neutral Positive Positive Negative Negative Positive Positive Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"carnaval americano é gala pisão carnaval brasil #metgala https t co ht7dleesra " Neutral Neutral Neutral Neutral Neutral Positive Neutral Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Neutral Neutral
"rt @williamgomes96 nação 12 carnaval dura ano inteiro #maraca #flamengo @nacao12 https t co z7msplrgqc " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"rt @giovannacerq saudade carnaval " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @johannasulzbach saudade afu carnaval cb " Negative Negative Neutral Neutral Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral
"vendo jornal manifestações mundo parecem bloco carnaval geral divertindo protestando ai rio parece ate guerra " Positive Negative Negative Positive Negative Positive Positive Positive Negative Negative Negative Positive Neutral Neutral Positive Negative Negative Positive
"remember alguém carnaval simm https t co yynh51rm9c " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @johannasulzbach saudade afu carnaval cb " Negative Negative Neutral Neutral Negative Positive Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral
"espero carnaval chegar pra ser vadia todo dia todo dia " Negative Positive Neutral Positive Positive Positive Positive Neutral Negative Positive Positive Neutral Neutral Neutral Negative Negative Neutral Positive
"povo toma pileques ilusão futebol carnaval duas fontes sonho #umrei " Negative Negative Positive Positive Neutral Positive Positive Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Negative Neutral Positive
"rt @williamgomes96 nação 12 carnaval dura ano inteiro #maraca #flamengo @nacao12 https t co z7msplrgqc " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"vcs têm noção ontem carnaval mês vem festa junina " Neutral Neutral Neutral Positive Neutral Positive Negative Neutral Negative Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"espero carnaval chegar pra ser vadia sooooou todo diiaaaa " Negative Positive Neutral Positive Positive Positive Negative Neutral Negative Positive Negative Neutral Neutral Neutral Negative Negative Neutral Positive
"rt @rapfalando vc q eh nog entao prova yal dst flow sifilis hi nenem " Neutral Neutral Neutral Negative Neutral Positive Positive Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"oi vem dst https t co mcopv55p9o " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@snugyeol sim amiga ainda embuste fica furando camisinha pra passar dst pros outros " Positive Positive Negative Positive Positive Positive Negative Neutral Negative Positive Negative Positive Neutral Neutral Negative Negative Neutral Neutral
"deus to boca fudida mta coisa pra fazer rua amanhã certeza vão pensar apanhei alguma dst " Negative Negative Negative Positive Negative Positive Negative Negative Negative Neutral Negative Positive Neutral Neutral Negative Positive Neutral Negative
"@marinna_dst quero marina " Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Positive Positive Positive Neutral Neutral Neutral Positive Positive Neutral Neutral
"sexo sabia q vc ia olhar agora aproveita q vc pensou nisso bota camisinha bolso pq assunto dst tbm ñ pode ficar atenção " Neutral Neutral Neutral Positive Negative Positive Negative Neutral Neutral Positive Negative Positive Neutral Neutral Neutral Negative Neutral Negative
"feriado podia emendar fds né férias julho " Positive Neutral Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Positive Positive Positive Neutral
"amanhã prova cc quero morre " Positive Neutral Neutral Neutral Positive Positive Negative Negative Negative Positive Negative Negative Neutral Neutral Neutral Negative Negative Neutral
"rt @etbipolaar nunca https t co vmimqddnzx " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @giobaldz semana pode acabar " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@vipandolfo acolhe tb n ronco kerida " Neutral Positive Neutral Neutral Neutral Positive Positive Negative Positive Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Positive
"rt @otariano preguiça existir amanha " Neutral Neutral Negative Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @humdaora amanha começa tudo dnv https t co sujaibjzfu " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Neutral Neutral
"@lmjmendex @littlemoonsg camisinha acho devo ter mínimo intimidade pessoa saber dst né " Positive Neutral Neutral Neutral Positive Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Negative Positive Neutral Neutral
"rt @jacemangostern julian pensei segurança proteção emma alguma dst julian https t co picos6477h " Positive Positive Neutral Positive Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"sdds predela escaralhado nog varias dst " Neutral Neutral Neutral Neutral Neutral Positive Neutral Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral
"@lmjmendex @littlemoonsg gente deveria usar sabia dá ainda passar dst " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Positive Neutral Neutral Neutral Negative Negative Neutral Neutral
"rt @yixingsoft fisiologia citologia dst assuntos icones pisa todos https t co sz1ivnkqay " Negative Neutral Negative Neutral Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Positive Neutral Neutral Neutral
"fisiologia citologia dst assuntos icones pisa todos https t co sz1ivnkqay " Negative Neutral Negative Neutral Neutral Positive Negative Negative Neutral Neutral Negative Positive Neutral Neutral Positive Neutral Neutral Neutral
"rt @witchnowz esquerda liberal amebas acham oprimidas socializar dst ''relacionamento'' 19 pessoas https " Neutral Negative Positive Positive Neutral Positive Negative Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"aprendi usar camisinha capricho hoje jovem lê ta ai virando poço dst " Neutral Neutral Positive Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Negative Neutral Neutral
"rt @editorahumanas chegou poço dst comentando https t co lyhjoxq4iw " Positive Neutral Positive Neutral Positive Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"@cuitshlt ah festa putaria lá legal virou vetor dst " Positive Neutral Neutral Positive Neutral Positive Negative Neutral Positive Neutral Positive Positive Neutral Neutral Positive Negative Neutral Positive
"tentar consertar erro vai deixar menos triste " Negative Negative Negative Negative Positive Positive Positive Negative Negative Negative Negative Negative Neutral Negative Negative Negative Negative Negative
"rt @emilycenci sensação estar desintoxicando algumas pessoas " Neutral Neutral Neutral Positive Neutral Positive Positive Neutral Positive Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @beatrzrodrigus voz é feia ai vem nego fala voz linda cara ce ta escutando errado " Positive Neutral Negative Positive Negative Positive Negative Negative Negative Negative Negative Neutral Neutral Neutral Negative Negative Neutral Negative
"@folha gera filho dst " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @witchnowz esquerda liberal amebas acham oprimidas socializar dst ''relacionamento'' 19 pessoas https " Neutral Negative Positive Positive Neutral Positive Negative Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @rapfalando vc q eh nog entao prova yal dst flow sifilis hi nenem " Neutral Neutral Neutral Negative Neutral Positive Positive Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"cuidado p n pegar alguma dst https t co 0dqtad2wjk " Neutral Positive Positive Neutral Neutral Positive Negative Neutral Positive Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @witchnowz esquerda liberal amebas acham oprimidas socializar dst ''relacionamento'' 19 pessoas https " Neutral Negative Positive Positive Neutral Positive Negative Negative Negative Positive Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"certas atitudes sexo masculino faz torcer pra tipo gente pegar dst " Negative Neutral Neutral Positive Negative Positive Positive Positive Positive Negative Negative Positive Neutral Neutral Positive Negative Neutral Neutral
"esquerda liberal amebas acham oprimidas socializar dst ''relacionamento'' 19 pessoas https t co mdkdfqnkah " Neutral Negative Positive Positive Neutral Positive Negative Negative Negative Positive Negative Neutral Neutral Neutral Positive Positive Neutral Neutral
"amigas procuram pra saber sobre sexo dst cara ginecologista kkkkk " Neutral Positive Positive Positive Negative Positive Positive Positive Neutral Neutral Negative Positive Neutral Neutral Negative Positive Neutral Neutral
"@katxpurry antes ir posto pegar preservativos transar camisinha pegar dst escolhe https t co art1twhpiw " Neutral Neutral Neutral Positive Negative Positive Positive Neutral Neutral Neutral Negative Positive Neutral Neutral Negative Negative Neutral Neutral
"rt @letrasum44k ame agora fale agora demonstre agora abrace agora responda agora vida é sopro " Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Neutral Neutral Neutral Positive Positive Positive
"pai é chato foder " Negative Negative Negative Positive Negative Neutral Negative Negative Negative Neutral Negative Negative Neutral Neutral Negative Neutral Negative Negative
"rt @haikaissletras voltou ex voltei fumar acreditem voltou pras drogas " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"rt @haikaissletras rap fundo pouco assunto embaixo lençóis " Neutral Neutral Negative Neutral Negative Positive Positive Neutral Neutral Negative Positive Negative Neutral Neutral Neutral Negative Neutral Neutral
"2h fernanda passa aqui pijama ainda " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @letrascostagoid pessoa é feliz feliz " Positive Positive Positive Positive Positive Positive Positive Positive Positive Neutral Positive Positive Neutral Positive Neutral Positive Positive Positive
"rt @tuachereca quarto tá bagunça mds " Negative Neutral Negative Neutral Negative Positive Neutral Negative Negative Negative Neutral Negative Neutral Neutral Positive Negative Neutral Negative
"tal xy ñ consegue conceber gravidade conhecimento parceira expô la dst gravidez etc apenas pra ter prazer " Positive Positive Positive Positive Positive Positive Neutral Negative Positive Neutral Positive Positive Neutral Neutral Negative Positive Neutral Neutral
"rt @keeymartins8 @euyanbrasil cuidado cm dst " Neutral Positive Positive Neutral Neutral Positive Positive Negative Positive Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @nandomorais3110 pagasse poço dst https t co vf1jealwnp " Positive Neutral Neutral Neutral Positive Positive Neutral Negative Negative Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"pagasse poço dst https t co vf1jealwnp " Positive Neutral Positive Neutral Neutral Positive Negative Neutral Negative Neutral Negative Positive Neutral Neutral Positive Positive Neutral Neutral
"rt @vireibatman hoje n to bem n enche saco " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Positive Neutral Neutral Neutral Negative Positive Neutral Neutral
"nunca quero ana apresente nenhum amigo 3 vezes repete mesma história hauhsuahsush " Neutral Positive Neutral Positive Positive Positive Negative Negative Neutral Positive Negative Positive Neutral Neutral Negative Positive Neutral Neutral
"parabéns marina é exemplo gente burra " Positive Positive Negative Positive Positive Positive Negative Negative Negative Neutral Neutral Negative Neutral Neutral Negative Positive Neutral Negative
"rt @jacemangostern julian pensei segurança proteção emma alguma dst julian https t co picos6477h " Positive Positive Neutral Positive Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Negative
"rt @newarkguy1973 @elgatoweebee @trudastain @dolly0811 @davilacolon @distateman @canistropr @genymg @hallrandy2511 @ocasiosalsero desde 10 " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @newarkguy1973 @elgatoweebee @trudastain @dolly0811 @davilacolon @distateman @canistropr @genymg @hallrandy2511 @ocasiosalsero desde 10 " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@elgatoweebee @trudastain @dolly0811 @davilacolon @distateman @canistropr @genymg @hallrandy2511 @ocasiosalsero des https t co fztz05ktlj " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @clarinhaa_sc 1 5 10 05 john mano 1 5 10 05 john hj sonhei q pego dst slc 1 5 10 06 gus normal 1 5 10 06 g " Neutral Neutral Positive Neutral Positive Positive Positive Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Neutral
"@gui_pinheiro sai daí cara vc vai pegar dst doença sportvmente transmissivel " Neutral Negative Negative Neutral Positive Positive Positive Negative Neutral Neutral Positive Negative Neutral Neutral Neutral Positive Neutral Neutral
"todo trabalho honesto sustenta honra dignifica ser humano feliz dia trabalho " Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Positive Neutral Positive Positive Positive Positive Positive
"1 5 10 05 john mano 1 5 10 05 john hj sonhei q pego dst slc 1 5 10 06 gus normal 1 5 10 06 gus sonho direto " Neutral Neutral Positive Positive Neutral Positive Positive Neutral Positive Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Positive
"tpm dst vez veio mm p morrer " Negative Neutral Neutral Positive Neutral Positive Neutral Negative Negative Neutral Positive Negative Neutral Neutral Neutral Positive Negative Neutral
"rt @mauricioricardo use exija camisinha evita gravidez dst brigas direito homem dar palpite legalização aborto " Positive Negative Neutral Positive Positive Positive Positive Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Positive
"rt @rapfalando vc q eh nog entao prova yal dst flow sifilis hi nenem " Neutral Neutral Neutral Negative Neutral Positive Positive Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"@ray9sco é tal dst " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Negative Negative Neutral Neutral
"@euyanbrasil cuidado cm dst " Neutral Positive Positive Neutral Neutral Positive Neutral Neutral Positive Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"hdkdghsijaha lugar deve ter dst vao porta puteiro 1 https t co 6cpnx4x6r5 " Neutral Negative Neutral Neutral Positive Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"nog fala dst fala nunca ouviu músicas barba https t co wjvgkypul8 " Neutral Neutral Neutral Positive Neutral Positive Neutral Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"@vrt_ccg n quero pegar dst " Neutral Neutral Neutral Neutral Positive Positive Negative Negative Positive Positive Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral
"qnd chamar pode responder vou passar dst tela celular porra " Negative Neutral Neutral Positive Negative Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Neutral
"@scheibmine @uitrapplause vem dst amore " Neutral Positive Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral
